date,close,label,pos_state,eq_state,benchmark,pos_event,eq_event
2019-03-28,3728.395,watch,0.0,1.0,1.4838491298632466,0.0,1.0
2019-03-29,3872.341,watch,0.0,1.0,1.5411376271515689,0.0,1.0
2019-04-01,3973.928,watch,0.0,1.0,1.5815678341321644,0.0,1.0
2019-04-02,3971.285,watch,0.0,1.0,1.5805159570509462,0.0,1.0
2019-04-03,4022.156,watch,0.0,1.0,1.6007619044586843,0.0,1.0
2019-04-04,4062.23,watch,0.0,1.0,1.616710796684465,0.0,1.0
2019-04-08,4057.228,watch,0.0,1.0,1.6147200705549707,0.0,1.0
2019-04-09,4075.43,watch,0.0,1.0,1.621964212300084,0.0,1.0
2019-04-10,4085.847,watch,0.0,1.0,1.6261100327900766,0.0,1.0
2019-04-11,3997.577,watch,0.0,1.0,1.5909798057907838,0.0,1.0
2019-04-12,3988.616,watch,0.0,1.0,1.5874134529626354,0.0,1.0
2019-04-15,3975.524,watch,0.0,1.0,1.582203019838417,0.0,1.0
2019-04-16,4085.789,watch,0.0,1.0,1.6260869496002506,0.0,1.0
2019-04-17,4087.239,watch,0.0,1.0,1.6266640293459056,0.0,1.0
2019-04-18,4072.075,watch,0.0,1.0,1.620628969164448,0.0,1.0
2019-04-19,4120.607,watch,0.0,1.0,1.6399440272445396,0.0,1.0
2019-04-22,4025.61,watch,0.0,1.0,1.6021365482114387,0.0,1.0
2019-04-23,4019.005,watch,0.0,1.0,1.5995078504734717,0.0,1.0
2019-04-24,4030.088,watch,0.0,1.0,1.603918729660434,0.0,1.0
2019-04-25,3941.816,watch,0.0,1.0,1.5687877066890779,0.0,1.0
2019-04-26,3889.274,watch,0.0,1.0,1.5478767246227263,0.0,1.0
2019-04-29,3900.333,watch,0.0,1.0,1.552278052144933,0.0,1.0
2019-04-30,3913.211,watch,0.0,1.0,1.557403316258413,0.0,1.0
2019-05-06,3684.616,watch,0.0,1.0,1.4664256993908094,0.0,1.0
2019-05-07,3720.668,watch,0.0,1.0,1.4807738917979525,0.0,1.0
2019-05-08,3667.457,watch,0.0,1.0,1.4595966570765364,0.0,1.0
2019-05-09,3599.7,watch,0.0,1.0,1.4326303175411212,0.0,1.0
2019-05-10,3730.451,watch,0.0,1.0,1.4846673891439823,0.0,1.0
2019-05-13,3668.725,bottom_watch,0.0,1.0,1.460101303364461,0.0,1.0
2019-05-14,3645.15,bottom_watch,0.0,1.0,1.4507187826721724,0.0,1.0
2019-05-15,3727.092,bottom_watch,0.0,1.0,1.48333055406422,0.0,1.0
2019-05-16,3743.963,bottom_watch,0.0,1.0,1.4900449764014252,0.0,1.0
2019-05-17,3648.76,bottom_watch,0.0,1.0,1.4521555122458378,0.0,1.0
2019-05-20,3617.792,bottom_watch,0.0,1.0,1.4398306808227708,0.0,1.0
2019-05-21,3666.776,bottom_watch,0.0,1.0,1.4593256285890943,0.0,1.0
2019-05-22,3649.379,bottom_watch,0.0,1.0,1.4524018655993278,0.0,1.0
2019-05-23,3583.964,bottom_watch,0.0,1.0,1.4263676093496533,0.0,1.0
2019-05-24,3593.913,bottom_watch,0.0,1.0,1.4303271723769104,0.0,1.0
2019-05-27,3637.197,bottom_watch,0.0,1.0,1.4475535997637623,0.0,1.0
2019-05-28,3672.26,bottom_watch,0.0,1.0,1.4615081839857655,0.0,1.0
2019-05-29,3663.909,bottom_watch,0.0,1.0,1.4581846026368237,0.0,1.0
2019-05-30,3641.183,bottom_watch,0.0,1.0,1.449139972085267,0.0,1.0
2019-05-31,3629.789,bottom_watch,0.0,1.0,1.4446053192425123,0.0,1.0
2019-06-03,3632.012,bottom_watch,0.0,1.0,1.4454900421905064,0.0,1.0
