ts_code,signal_date,entry_date,entry_price,hs300_entry_price,hold_n,complete,exit_date,exit_price,hs300_exit_price,stock_ret,hs300_ret,excess_ret,mfe,mae,hs300_mfe,hs300_mae,excess_mfe,excess_mae,uni_ew_ret,unselected_ew_ret,n_universe,n_unselected,bars,excess_vs_uni,excess_vs_unselected
600036.SH,2017-09-12,2017-09-13,18.37331464,3835.549,5,1,2017-09-19,18.18569002,3832.116,-0.01021180030257196,-0.0008950478797168371,-0.009316752422855124,0.001512859304084735,-0.032148260211800284,0.006989612178074145,-0.004438999475694261,-0.00547675287398941,-0.027709260736106023,0.004948873423976873,0.005014504046169725,232.0,231.0,5.0,-0.015160673726548834,-0.015226304348741684
600036.SH,2017-09-12,2017-09-13,18.37331464,3835.549,10,1,2017-09-26,17.86603326,3820.781,-0.0276096822995463,-0.0038502962678875763,-0.023759386031658725,0.001512859304084735,-0.032148260211800284,0.006989612178074145,-0.0070829495334304715,-0.00547675287398941,-0.025065310678369812,0.0003300083097676516,0.0004509593513664133,232.0,231.0,10.0,-0.027939690609313953,-0.028060641650912713
600036.SH,2017-09-12,2017-09-13,18.37331464,3835.549,15,1,2017-10-10,18.15094472,3889.863,-0.01210287443267788,0.014160684689466851,-0.02626355912214473,0.020801815431164883,-0.04992435703479581,0.02171527465820411,-0.0070829495334304715,-0.0009134592270392261,-0.042841407501365336,0.027702420592330766,0.027874737886811322,232.0,231.0,15.0,-0.039805295025008645,-0.0399776123194892
600036.SH,2017-09-12,2017-09-13,18.37331464,3835.549,20,1,2017-10-17,18.78330918,3913.068,0.022314674735249618,0.020210666061103666,0.002104008674145952,0.03366111951588513,-0.04992435703479581,0.029167662830014596,-0.0070829495334304715,0.004493456685870534,-0.042841407501365336,0.02266949239697785,0.02267102840417148,232.0,231.0,20.0,-0.00035481766172823156,-0.00035635366892186257
600036.SH,2017-09-12,2017-09-13,18.37331464,3835.549,30,1,2017-10-31,18.8319526,4006.717,0.024962178517397904,0.044626727490640894,-0.01966454897324299,0.06429652042360057,-0.04992435703479581,0.051567585240078984,-0.0070829495334304715,0.012728935183521584,-0.042841407501365336,0.043039292086649715,0.0431175479895469,232.0,231.0,30.0,-0.01807711356925181,-0.018155369472148998
600036.SH,2017-09-12,2017-09-13,18.37331464,3835.549,40,1,2017-11-14,19.47126612,4099.351,0.05975794251134636,0.0687781592674217,-0.009020216756075339,0.07223903177004543,-0.04992435703479581,0.07876212766412327,-0.0070829495334304715,-0.006523095894077846,-0.042841407501365336,0.08125114094323202,0.08134418509228782,232.0,231.0,40.0,-0.021493198431885657,-0.021586242580941453
600036.SH,2017-09-12,2017-09-13,18.37331464,3835.549,60,1,2017-12-12,19.7005851,4016.016,0.07223903177004543,0.04705115226008072,0.025187879509964706,0.1974281391830559,-0.04992435703479581,0.11082898432532096,-0.0070829495334304715,0.08659915485773495,-0.042841407501365336,0.0611590293965648,0.06111106401832461,232.0,231.0,60.0,0.011080002373480627,0.011127967751720813
600036.SH,2017-10-25,2017-10-26,18.52619396,3980.047,5,1,2017-11-01,18.6929714,3996.622,0.00900225056264059,0.0041645236852729806,0.00483772687736761,0.05551387846961742,-0.009002250562640701,0.013389791628088732,-0.004969288051121068,0.042124086841528685,-0.004032962511519633,0.006132722933725324,0.006120300736197552,232.0,231.0,5.0,0.0028695276289152664,0.002881949826443038
600036.SH,2017-10-25,2017-10-26,18.52619396,3980.047,10,1,2017-11-08,18.82500354,4048.005,0.016129032258064502,0.01707467273627672,-0.0009456404782122174,0.05551387846961742,-0.01462865716429107,0.027411234088441594,-0.004969288051121068,0.028102644381175823,-0.009659369113170002,0.019701770137562948,0.019717236535309695,232.0,231.0,10.0,-0.0035727378794984457,-0.003588204277245193
600036.SH,2017-10-25,2017-10-26,18.52619396,3980.047,15,1,2017-11-15,19.37397928,4073.669,0.04576144036009011,0.023522837795634022,0.02223860256445609,0.06339084771192804,-0.01462865716429107,0.03959701983418795,-0.004969288051121068,0.023793827877740092,-0.009659369113170002,0.02762151380789683,0.027542985987324565,232.0,231.0,15.0,0.01813992655219328,0.018218454372765546
600036.SH,2017-10-25,2017-10-26,18.52619396,3980.047,20,1,2017-11-22,21.4725954,4227.566,0.15903975993998487,0.06218996911343,0.09684979082655487,0.1875468867216803,-0.01462865716429107,0.07049966997877166,-0.004969288051121068,0.11704721674290863,-0.009659369113170002,0.05245241541578585,0.051990998339923516,232.0,231.0,20.0,0.10658734452419902,0.10704876160006135
600036.SH,2017-10-25,2017-10-26,18.52619396,3980.047,30,1,2017-12-06,20.10363058,4015.821,0.08514628657164303,0.008988336067388136,0.07615795050425489,0.1875468867216803,-0.01462865716429107,0.07049966997877166,-0.004969288051121068,0.11704721674290863,-0.009659369113170002,0.0140787849076696,0.013771133385314738,232.0,231.0,30.0,0.07106750166397342,0.07137515318632828
600036.SH,2017-10-25,2017-10-26,18.52619396,3980.047,40,1,2017-12-20,20.47887982,4030.489,0.10540135033758435,0.012673719682204654,0.0927276306553797,0.1875468867216803,-0.01462865716429107,0.07049966997877166,-0.00618259030609436,0.11704721674290863,-0.00844606685819671,0.019958268318665973,0.019588384846722606,232.0,231.0,40.0,0.08544308201891838,0.08581296549086175
600036.SH,2017-10-25,2017-10-26,18.52619396,3980.047,60,1,2018-01-18,22.45936192,4271.416,0.21230307576894214,0.07320742694747073,0.1390956488214714,0.24193548387096753,-0.01462865716429107,0.07853927353119183,-0.00618259030609436,0.1633962103397757,-0.00844606685819671,0.056439141696640126,0.0557644060513055,232.0,231.0,60.0,0.155863934072302,0.15653866971763664
600036.SH,2017-12-05,2017-12-06,20.3954911,4027.123,5,1,2017-12-12,19.7005851,4016.016,-0.03407155025553665,-0.0027580483635587516,-0.0313135018919779,0.0,-0.05110732538330498,0.010684302416390068,-0.01780005229539794,-0.010684302416390068,-0.03330727308790704,0.011893011553885608,0.012387357458614315,233.0,230.0,5.0,-0.04596456180942226,-0.04645890771415097
600036.SH,2017-12-05,2017-12-06,20.3954911,4027.123,10,1,2017-12-19,20.40244016,4035.329,0.00034071550255543315,0.0020376829811257213,-0.0016969674785702882,0.005110732538330387,-0.05110732538330498,0.010684302416390068,-0.01780005229539794,-0.005573569878059681,-0.03330727308790704,0.015584485150361102,0.015888705052360463,233.0,230.0,10.0,-0.01524376964780567,-0.01554798954980503
600036.SH,2017-12-05,2017-12-06,20.3954911,4027.123,15,1,2017-12-26,20.64565726,4053.622,0.01226575809199315,0.006580131771490416,0.005685626320502735,0.022146507666098936,-0.05110732538330498,0.014852042016099354,-0.01780005229539794,0.007294465649999582,-0.03330727308790704,0.021641635573138064,0.021898994505982216,233.0,230.0,15.0,-0.009375877481144913,-0.009633236413989065
600036.SH,2017-12-05,2017-12-06,20.3954911,4027.123,20,1,2018-01-03,20.82633282,4111.392,0.021124361158432636,0.020925360362720413,0.00019900079571222307,0.038500851788756396,-0.05110732538330498,0.028042600139106755,-0.01780005229539794,0.010458251649649641,-0.03330727308790704,0.047290168731526444,0.047751251392559924,233.0,230.0,20.0,-0.026165807573093808,-0.026626890234127287
600036.SH,2017-12-05,2017-12-06,20.3954911,4027.123,30,1,2018-01-17,22.02157114,4248.116,0.07972742759795559,0.054876148555681015,0.024851279042274577,0.12810902896081755,-0.05110732538330498,0.06362383269644356,-0.01780005229539794,0.06448519626437399,-0.03330727308790704,0.042745607944305236,0.04232132026411823,233.0,230.0,30.0,0.036981819653650355,0.03740610733383736
600036.SH,2017-12-05,2017-12-06,20.3954911,4027.123,40,1,2018-01-31,23.58510964,4275.898,0.15638841567291295,0.061774870049909,0.09461354562300395,0.2044293015332197,-0.05110732538330498,0.09342004204987053,-0.01780005229539794,0.11100925948334917,-0.03330727308790704,0.043333082699277894,0.042024016833862324,233.0,230.0,40.0,0.11305533297363506,0.11436439883905063
600036.SH,2017-12-05,2017-12-06,20.3954911,4027.123,60,1,2018-03-07,21.38225762,4036.653,0.04838160136286196,0.0023664536692820093,0.04601514769357995,0.2044293015332197,-0.05110732538330498,0.09342004204987053,-0.06654303829309405,0.11100925948334917,0.015435712909789068,0.02978283850352659,0.029546144149259875,233.0,230.0,60.0,0.018598762859335368,0.018835457213602084
600036.SH,2018-01-02,2018-01-03,20.66650444,4091.46,5,1,2018-01-09,20.68735162,4189.297,0.0010087424344318308,0.02391249089567049,-0.02290374846123866,0.024882313382649457,-0.014458641560188279,0.024398136606492482,-0.0006672434778782765,0.00048417677615697485,-0.013791398082310002,0.019731886978760767,0.019845433366642826,237.0,235.0,5.0,-0.018723144544328937,-0.018836690932210996
600036.SH,2018-01-02,2018-01-03,20.66650444,4091.46,10,1,2018-01-16,22.16055234,4258.473,0.0722932078009415,0.040819902919740025,0.03147330488120148,0.08944182918628107,-0.014458641560188279,0.041909489522077514,-0.0006672434778782765,0.04753233966420356,-0.013791398082310002,0.0052299874048926855,0.005034491524081758,237.0,235.0,10.0,0.06706322039604883,0.06725871627685975
600036.SH,2018-01-02,2018-01-03,20.66650444,4091.46,15,1,2018-01-23,23.6615493,4382.612,0.14492266308002688,0.07116090588689605,0.07376175719313083,0.14895763281775376,-0.014458641560188279,0.07139554095604006,-0.0006672434778782765,0.0775620918617137,-0.013791398082310002,0.02853299667292332,0.028176670719287585,237.0,235.0,15.0,0.11638966640710356,0.11674599236073929
600036.SH,2018-01-02,2018-01-03,20.66650444,4091.46,20,1,2018-01-30,22.63308842,4256.102,0.09515803631472752,0.04024040318126043,0.05491763313346709,0.1886348352387357,-0.014458641560188279,0.07622633485357322,-0.0006672434778782765,0.11240850038516248,-0.013791398082310002,0.011791070334811686,0.011586676143732998,237.0,235.0,20.0,0.08336696597991583,0.08357136017099452
600036.SH,2018-01-02,2018-01-03,20.66650444,4091.46,30,1,2018-02-13,21.47954446,3935.632,0.03934095494283785,-0.03808615995268194,0.07742711489551979,0.1886348352387357,-0.03833221250840624,0.07622633485357322,-0.08122137329950674,0.11240850038516248,0.0428891607911005,-0.06265762435030608,-0.06275467991488154,237.0,235.0,30.0,0.10199857929314393,0.10209563485771939
600036.SH,2018-01-02,2018-01-03,20.66650444,4091.46,40,1,2018-03-06,20.87497624,4066.564,0.01008742434431742,-0.0060848694598016895,0.01617229380411911,0.1886348352387357,-0.03833221250840624,0.07622633485357322,-0.08122137329950674,0.11240850038516248,0.0428891607911005,-0.0031492995050753786,-0.003143889197833926,237.0,235.0,40.0,0.013236723849392798,0.013231313542151346
600036.SH,2018-01-02,2018-01-03,20.66650444,4091.46,60,1,2018-04-03,20.02024186,3862.479,-0.03127101546738409,-0.055965596632986836,0.024694581165602747,0.1886348352387357,-0.0517821116341628,0.07622633485357322,-0.08122137329950674,0.11240850038516248,0.02943926166534394,-0.02821757940367788,-0.02805416382639115,237.0,235.0,60.0,-0.00305343606370621,-0.003216851640992939
600036.SH,2018-01-31,2018-02-01,23.6615493,4276.342,5,1,2018-02-07,22.50800534,4050.497,-0.04875183553597651,-0.05281266091439829,0.004060825378421784,0.03113069016152714,-0.057268722466960464,0.0025830487832825266,-0.053297888709555874,0.028547641378244615,-0.0039708337574045904,-0.04993336187889822,-0.04993834722211729,238.0,237.0,5.0,0.001181526342921714,0.0011865116861407843
600036.SH,2018-01-31,2018-02-01,23.6615493,4276.342,10,1,2018-02-14,21.79920122,3966.961,-0.07870778267254042,-0.07234711349092282,-0.006360669181617595,0.03113069016152714,-0.1600587371512483,0.0025830487832825266,-0.1209435540936622,0.028547641378244615,-0.0391151830575861,-0.05715775065260211,-0.05706682224745469,238.0,237.0,10.0,-0.021550032019938305,-0.021640960425085724
600036.SH,2018-01-31,2018-02-01,23.6615493,4276.342,15,1,2018-02-28,21.0556518,4023.641,-0.11013215859030845,-0.05909279472970108,-0.05103936386060737,0.03113069016152714,-0.1600587371512483,0.0025830487832825266,-0.1209435540936622,0.028547641378244615,-0.0391151830575861,-0.020078106525955174,-0.019698131622730056,238.0,237.0,15.0,-0.09005405206435327,-0.0904340269675784
600036.SH,2018-01-31,2018-02-01,23.6615493,4276.342,20,1,2018-03-07,21.38225762,4036.653,-0.09632892804698967,-0.05605000722580189,-0.04027892082118778,0.03113069016152714,-0.1600587371512483,0.0025830487832825266,-0.1209435540936622,0.028547641378244615,-0.0391151830575861,-0.006249451615187008,-0.005869369436149867,238.0,237.0,20.0,-0.09007947643180267,-0.0904595586108398
600036.SH,2018-01-31,2018-02-01,23.6615493,4276.342,30,1,2018-03-21,21.72276156,4061.05,-0.08193832599118955,-0.0503448975783507,-0.03159342841283885,0.03113069016152714,-0.1600587371512483,0.0025830487832825266,-0.1209435540936622,0.028547641378244615,-0.0391151830575861,-0.00487409746607392,-0.004548931944870904,238.0,237.0,30.0,-0.07706422852511563,-0.07738939404631864
600036.SH,2018-01-31,2018-02-01,23.6615493,4276.342,40,1,2018-04-04,19.98549656,3854.862,-0.15535976505139493,-0.09856087282074244,-0.05679889223065249,0.03113069016152714,-0.17180616740088117,0.0025830487832825266,-0.1209435540936622,0.028547641378244615,-0.05086261330721897,-0.02947331055154228,-0.028942144076859355,238.0,237.0,40.0,-0.12588645449985264,-0.12641762097453557
600036.SH,2018-01-31,2018-02-01,23.6615493,4276.342,60,1,2018-05-08,20.62481008,3878.676,-0.12834067547723937,-0.09299209464537672,-0.03534858083186265,0.03113069016152714,-0.19647577092511026,0.0025830487832825266,-0.13287898863093728,0.028547641378244615,-0.06359678229417298,-0.013989591001867821,-0.01350709697454558,238.0,237.0,60.0,-0.11435108447537155,-0.1148335785026938
600036.SH,2019-09-04,2019-09-05,25.8122058,3909.208,5,1,2019-09-11,25.826943,3930.099,0.0005709391949757503,0.005344049229409231,-0.004773110034433481,0.040251213245789286,-0.009135027119611783,0.019449208126044892,0.0,0.020802005119744393,-0.009135027119611783,0.014843101304353422,0.01493507148165541,251.0,249.0,5.0,-0.014272162109377672,-0.014364132286679659
600036.SH,2019-09-04,2019-09-05,25.8122058,3909.208,10,1,2019-09-19,25.4290386,3924.382,-0.014844419069369175,0.003881604662632432,-0.018726023732001607,0.040251213245789286,-0.01912646303168719,0.019449208126044892,-0.007603330393266328,0.020802005119744393,-0.011523132638420863,0.008940581876433375,0.009126465028466044,251.0,249.0,10.0,-0.023785000945802548,-0.023970884097835217
600036.SH,2019-09-04,2019-09-05,25.8122058,3909.208,15,1,2019-09-26,25.9522092,3841.138,0.005423922352269406,-0.017412734241820882,0.022836656594090288,0.040251213245789286,-0.03311447330859263,0.019449208126044892,-0.017640657647277957,0.020802005119744393,-0.015473815661314672,-0.02359181835111064,-0.023759983394394394,251.0,249.0,15.0,0.029015740703380047,0.0291839057466638
600036.SH,2019-09-04,2019-09-05,25.8122058,3909.208,20,1,2019-10-10,25.8711546,3874.639,0.002283756779903001,-0.00884296768040993,0.011126724460312931,0.040251213245789286,-0.03311447330859263,0.019449208126044892,-0.026639922971609664,0.020802005119744393,-0.006474550336982965,-0.013034033233601984,-0.013288571674705109,251.0,249.0,20.0,0.015317790013504985,0.01557232845460811
600036.SH,2019-09-04,2019-09-05,25.8122058,3909.208,30,1,2019-10-24,26.89539,3870.667,0.04196403083071654,-0.009859030269046887,0.05182306109976342,0.06908364259206401,-0.03311447330859263,0.019449208126044892,-0.026639922971609664,0.04963443446601912,-0.006474550336982965,-0.025827421406627894,-0.026505172878844057,251.0,249.0,30.0,0.06779145223734442,0.0684692037095606
600036.SH,2019-09-04,2019-09-05,25.8122058,3909.208,40,1,2019-11-07,28.1185776,3991.874,0.08935198401370248,0.021146482868140914,0.06820550114556156,0.09848701113331426,-0.03311447330859263,0.031062557940124913,-0.026639922971609664,0.06742445319318935,-0.006474550336982965,0.004640320422999892,0.00376285286370773,251.0,249.0,40.0,0.08471166359070259,0.08558913114999475
600036.SH,2019-09-04,2019-09-05,25.8122058,3909.208,60,1,2019-12-05,26.8069668,3879.363,0.038538395660862035,-0.007634538760792564,0.0461729344216546,0.10048529831572939,-0.03311447330859263,0.031062557940124913,-0.026700804868914574,0.06942274037560447,-0.006413668439678055,2.5434001250481046e-05,-0.00042863748005393985,251.0,249.0,60.0,0.03851296165961155,0.03896703314091597
600036.SH,2021-12-06,2021-12-07,40.73516496,4930.8261,5,1,2021-12-13,40.83643808,5083.8007,0.0024861350162554974,0.031024132041484798,-0.0285379970252293,0.03652706062344624,-0.022757697456492587,0.043200651509490484,-0.0072215688158216995,-0.006673590886044245,-0.015536128640670888,0.021076342363042327,0.021142973930593542,280.0,279.0,5.0,-0.01859020734678683,-0.018656838914338045
600036.SH,2021-12-06,2021-12-07,40.73516496,4930.8261,10,1,2021-12-20,39.48872656,4880.4178,-0.03059858481545219,-0.010223094260006449,-0.02037549055544574,0.03652706062344624,-0.03633581946834963,0.043200651509490484,-0.011791431865747715,-0.006673590886044245,-0.024544387602601914,-0.0106360260251851,-0.010564475635255827,280.0,279.0,10.0,-0.01996255879026709,-0.020034109180196363
